School,Role,Citations,Earliest_Pub,Field_1,Field_2,Major field
University of Georgia,Professor,1234,1988,Probability theory and stochastic processes,"Game theory, economics, social and behavioral sciences",Probability
University of Georgia,Professor,217,1973,Numerical analysis,,Computer Science
University of Georgia,Professor,1304,1984,Numerical analysis,,Computer Science
University of Georgia,Professor,195,2003,Number theory,,Number theory
University of Georgia,Professor,59,2004,Number theory,,Number theory
University of Georgia,Professor,240,1982,Nonassociative rings and algebras,,Algebra
University of Georgia,Professor,382,1986,Manifolds and cell complexes,,Geometry
University of Georgia,Professor,811,1990,Group theory and generalizations,,Group theory
University of Georgia,Professor,191,1982,"Global analysis, analysis on manifolds",,PDE
University of Georgia,Professor,286,1998,"Global analysis, analysis on manifolds",,PDE
University of Georgia,Professor,151,1991,Fourier analysis,,Harmonic analysis
University of Georgia,Professor,591,1984,Differential geometry,,Geometry
University of Georgia,Professor,287,1993,Differential geometry,,Geometry
University of Georgia,Professor,277,2000,Differential geometry,,Geometry
University of Georgia,Professor,796,1987,Algebraic geometry,,Algebraic Geometry
University of Georgia,Professor,482,1992,Algebraic geometry,,Algebraic Geometry
University of Georgia,Professor,475,1988,Algebraic geometry,,Algebraic Geometry
University of Georgia,Professor,137,1984,Algebraic geometry,,Algebraic Geometry
University of Hawaii at Manoa,Professor,234,1997,Systems theory; control,,Applied Math
University of Hawaii at Manoa,Professor,547,1983,Operator theory,Functions of a complex variable,Harmonic analysis
University of Hawaii at Manoa,Professor,153,1990,Number theory,,Number theory
University of Hawaii at Manoa,Professor,71,1983,Measure and integration,,Harmonic analysis
University of Hawaii at Manoa,Professor,324,2002,Mathematical logic and foundations,,Logic
University of Hawaii at Manoa,Professor,138,1978,Manifolds and cell complexes,,Geometry
University of Hawaii at Manoa,Professor,310,1982,Group theory and generalizations,,Group theory
University of Hawaii at Manoa,Professor,610,1993,Functional analysis,,Harmonic analysis
University of Hawaii at Manoa,Professor,198,2009,Functional analysis,,Harmonic analysis
University of Hawaii at Manoa,Professor,79,2007,Dynamical systems and ergodic theory,Algebraic geometry,Dynamics
University of Hawaii at Manoa,Professor,73,1987,Differential geometry,Ordinary differential equations,Geometry
University of Hawaii at Manoa,Professor,164,1987,Combinatorics,,Combinatorics
University of Houston,Professor,382,1991,Statistics,,Statistics
University of Houston,Professor,591,1985,Several complex variables and analytic spaces,,Complex Analysis
University of Houston,Professor,350,1988,Several complex variables and analytic spaces,,Complex Analysis
University of Houston,Professor,255,1990,Probability theory and stochastic processes,,Probability
University of Houston,Professor,445,1968,Probability theory and stochastic processes,,Probability
University of Houston,Professor,544,1970,Partial differential equations,,PDE
University of Houston,Professor,310,1986,Partial differential equations,,PDE
University of Houston,Professor,62,1964,Ordinary differential equations,,Analysis
University of Houston,Professor,14,1973,"Operations research, mathematical programming",,Applied Math
University of Houston,Professor,6308,1970,Numerical analysis,,Computer Science
University of Houston,Professor,240,1991,Numerical analysis,Systems theory; control,Computer Science
University of Houston,Professor,1313,1993,Numerical analysis,,Computer Science
University of Houston,Professor,2,1965,Logic and foundations,,Logic
University of Houston,Professor,400,1997,Geophysics,,Applied Math
University of Houston,Professor,1600,1988,Functional analysis,,Harmonic analysis
University of Houston,Professor,752,2001,Functional analysis,,Harmonic analysis
University of Houston,Professor,141,1991,Fourier analysis,,Harmonic analysis
University of Houston,Professor,405,1996,Fourier analysis,,Harmonic analysis
University of Houston,Professor,943,2000,Fourier analysis,,Harmonic analysis
University of Houston,Professor,1036,1990,Fluid mechanics,Numerical analysis,Applied Math
University of Houston,Professor,474,1987,Dynamical systems and ergodic theory,,Dynamics
University of Houston,Professor,1905,1989,Dynamical systems and ergodic theory,,Dynamics
University of Houston,Professor,606,1992,Dynamical systems and ergodic theory,,Dynamics
University of Houston,Professor,165,1999,Dynamical systems and ergodic theory,Biology and other natural sciences,Dynamics
University of Houston,Professor,8,1967,Commutative rings and algebras,,Algebra
University of Houston,Professor,278,1966,Combinatorics,,Combinatorics
University of Houston,Professor,397,1972,Biology and other natural sciences,,Applied Math
University of Illinois at Chicago,Professor,541,1997,"Topological groups, Lie groups",,Lie Groups
University of Illinois at Chicago,Professor,76,1979,Statistics,,Statistics
University of Illinois at Chicago,Professor,124,1997,Statistics,,Statistics
University of Illinois at Chicago,Professor,501,2006,Statistics,,Statistics
University of Illinois at Chicago,Professor,564,2003,Quantum theory,Partial differential equations,Mathematical Physics
University of Illinois at Chicago,Professor,4407,1972,Partial differential equations,,PDE
University of Illinois at Chicago,Professor,736,1997,Partial differential equations,,PDE
University of Illinois at Chicago,Professor,499,1991,Numerical analysis,,Computer Science
University of Illinois at Chicago,Professor,347,2002,Numerical analysis,,Computer Science
University of Illinois at Chicago,Professor,313,2002,Number theory,,Number theory
University of Illinois at Chicago,Professor,138,2000,Number theory,,Number theory
University of Illinois at Chicago,Professor,491,2001,Mathematical logic and foundations,,Logic
University of Illinois at Chicago,Professor,250,1999,Group theory and generalizations,,Group theory
University of Illinois at Chicago,Professor,339,1999,Group theory and generalizations,,Group theory
University of Illinois at Chicago,Professor,90,2004,Functions of a complex variable,Several complex variables and analytic spaces,Complex Analysis
University of Illinois at Chicago,Professor,154,1998,Fourier analysis,,Harmonic analysis
University of Illinois at Chicago,Professor,733,1998,Fluid mechanics,,Applied Math
University of Illinois at Chicago,Professor,568,2001,Fluid mechanics,Partial differential equations,Applied Math
University of Illinois at Chicago,Professor,324,2002,Dynamical systems and ergodic theory,,Dynamics
University of Illinois at Chicago,Professor,298,1978,Computer science,,Computer Science
University of Illinois at Chicago,Professor,920,1998,Combinatorics,,Combinatorics
University of Illinois at Chicago,Professor,1293,1995,Algebraic geometry,,Algebraic Geometry
University of Illinois at Chicago,Professor,1921,1980,Algebraic geometry,,Algebraic Geometry
University of Illinois at Chicago,Professor,378,2004,Algebraic geometry,,Algebraic Geometry
University of Illinois at Urbana-Champaign,Professor,712,1988,Several complex variables and analytic spaces,,Complex Analysis
University of Illinois at Urbana-Champaign,Professor,1558,1987,Quantum theory,,Mathematical Physics
University of Illinois at Urbana-Champaign,Professor,409,1984,Probability theory and stochastic processes,,Probability
University of Illinois at Urbana-Champaign,Professor,2338,1985,Probability theory and stochastic processes,,Probability
University of Illinois at Urbana-Champaign,Professor,337,1990,Probability theory and stochastic processes,,Probability
University of Illinois at Urbana-Champaign,Professor,286,2006,Partial differential equations,,PDE
University of Illinois at Urbana-Champaign,Professor,651,1993,Partial differential equations,,PDE
University of Illinois at Urbana-Champaign,Professor,372,1994,Partial differential equations,,PDE
